Ref Des,Manufacturer,Part Number,Part Type,Part Description,Activation Energy (Ea),Applied Current (A),Applied Duty Cycle (%),Applied Freq (MHz),Applied Power (W),Applied Ripple (mA),Applied Voltage (V),Ball Chan Width,Ball Count,Ball Diameter,Ball Height,Ball Island Cols,Ball Island Rows,Ball Material,Ball Modeling,Ball Package Diameter,Ball Pad Diameter,Ball Pattern,Ball Perimeter Cols,Ball Perimeter Rows,Ball Pitch,Ball Units,Board Side,Capacitance (uF),Confidence Bounds (%),Corner Face,Corner Radius,Corner Shape,Die Length,Die Material,Die Thickness,Die Units,Die Width,Documents,Failure Class,Failure Mechanism,Flag Length,Flag Thickness,Flag Units,Flag Width,Frequency Exponent,Input Data Type,Laminate Thickness,Lead Bend (degrees),Lead Bend Package Radius,Lead Bend Radius,Lead Count,Lead Foot Length,Lead Frame Percentage,Lead Geometry,Lead Height,Lead Hole Diameter,Lead Layout,Lead Long Count,Lead Material,Lead Pitch,Lead Short Count,Lead Shoulder,Lead Standoff,Lead Stiffness,Lead Thickness,Lead Units,Lead Width,Lifetime,Location Units,Material,Max Rated Current (A),Max Rated Power (W),Max Rated Temp (C),Max Rated Voltage (V),Max Storage Temp (C),Min Rated Temp (C),Min Storage Temp (C),Mirrored,Model Leads,Model Part,Notes,Number of Devices,Number of Failures,Overmold Material,Overmold Thickness,Package Length,Package Mount,Package Name,Package Thickness,Package Type,Package Units,Package Width,Pad Length,Pad Pitch,Pad Units,Pad Width,Part Technology,Part Temp Rise,Process Node,Rated Ripple (mA),Reliability Data Source,Reliability Metric,Reliability Metric Units,Resistance (ohm),Ripple Temp Rise,Rjb (C/W),Rjc (C/W),Rotation,Sink Length,Sink Thickness,Sink Width,Solder Material,Solder Model,Solder Thickness,Source of AF,Stencil Thickness,Stencil Units,Subcircuit Name(s),Test Duration (hrs),Test Duty Cycle (%),Test Frequency (MHz),Test Method,Test Temperature (C),Test Voltage (V),Thermal Units,Voltage Exponent,Weight (gram),X Coordinate,X Offset,Y Coordinate,Y Offset
R139,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.35,0,-0.65,0
R140,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.6,0,-0.65,0
R141,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.75,0,-0.8,0
R142,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.5,0,-0.8,0
R143,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.25,0,-0.8,0
R144,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.0,0,-0.8,0
R145,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.75,0,0.8,0
R146,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.5,0,0.8,0
R147,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.25,0,0.8,0
R148,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.0,0,0.8,0
R149,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.15,0,0.65,0
R150,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.4,0,0.65,0
R151,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.65,0,0.65,0
R152,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.65,0,-0.65,0
R153,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.4,0,-0.65,0
R154,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.15,0,-0.65,0
R155,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.0,0,-0.8,0
R156,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.25,0,-0.8,0
R157,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.5,0,-0.8,0
R158,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,270,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.75,0,-0.8,0
U1,,UC3638Q,IC,IC ADV PWM MOTOR CTRL LCCC-20,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,4.445,SILICON,0.185,MM,4.445,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,,,20,,,LEADLESS,,1.6080127840328722,DUAL_LONG,,COPPER,,,,,,,MM,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,8.89,SMT,LCCC-20,1.75,LCCC,mm,8.89,1.27,1.27,mm,0.635,,DEFAULT,350NM PLANAR,,,,,,,,,0,,,,DEFAULT,LCCC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,5.048e-1,-2.45,0,1.75,0
U2,,UC3638Q,IC,IC ADV PWM MOTOR CTRL LCCC-20,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,4.445,SILICON,0.185,MM,4.445,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,,,20,,,LEADLESS,,1.6080127840328722,DUAL_LONG,,COPPER,,,,,,,MM,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,8.89,SMT,LCCC-20,1.75,LCCC,mm,8.89,1.27,1.27,mm,0.635,,DEFAULT,350NM PLANAR,,,,,,,,,0,,,,DEFAULT,LCCC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,5.048e-1,2.45,0,-1.75,0
U3,,EPM7064LC68-15,IC,IC MAX 7000 CPLD 64 QFJ-68,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,18.0975,SILICON,0.185,MM,18.0975,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.178,0.178,68,1,65,J_LEAD,2.54,0.7147552816630443,QUAD,0,COPPER,1.27,0,0.5,1,4.7,0.178,mm,0.483,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,24.13,SMT,QFJ-68 (MO-087AD),3.353,QFJ,mm,24.13,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,3.709e+0,-1.35,0,0.0,0
U4,,EPM7064LC68-15,IC,IC MAX 7000 CPLD 64 QFJ-68,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,18.0975,SILICON,0.185,MM,18.0975,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.178,0.178,68,1,65,J_LEAD,2.54,0.7147552816630443,QUAD,0,COPPER,1.27,0,0.5,1,4.7,0.178,mm,0.483,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,24.13,SMT,QFJ-68 (MO-087AD),3.353,QFJ,mm,24.13,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,3.709e+0,1.35,0,0.0,0
U5,,DSPIC33FJ64GS608-E/PT,IC,16 Bit MCU/DSP 40MIPS 64KB FLASH QFP-80,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,6,SILICON,0.185,MM,6,,"IC, GATE ARRAY, MOS, DIGITAL",,7.2,0.25,MM,7.2,,,,90.0,,,80,,,LEADLESS,,1.6080127840328722,QUAD,,COPPER,,,,,,,MM,,,in,OVERMOLD-QFN,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,12.0,SMT,QFN-80 (MO-220VRRD),1.0,QFN,mm,12.0,0.65,0.5,mm,0.3,,DEFAULT,350NM PLANAR,,,,,,,,,0,,,,DEFAULT,QFN MODEL,0.0635,,,MM,Processors,0,,,BLACK BOX,,,C,,2.736e-1,-2.45,0,1.05,0
U6,,DSPIC33FJ64GS608-E/PT,IC,16 Bit MCU/DSP 40MIPS 64KB FLASH QFP-80,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,6,SILICON,0.185,MM,6,,"IC, GATE ARRAY, MOS, DIGITAL",,7.2,0.25,MM,7.2,,,,90.0,,,80,,,LEADLESS,,1.6080127840328722,QUAD,,COPPER,,,,,,,MM,,,in,OVERMOLD-QFN,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,12.0,SMT,QFN-80 (MO-220VRRD),1.0,QFN,mm,12.0,0.65,0.5,mm,0.3,,DEFAULT,350NM PLANAR,,,,,,,,,0,,,,DEFAULT,QFN MODEL,0.0635,,,MM,Processors,0,,,BLACK BOX,,,C,,2.736e-1,2.45,0,-1.05,0
U7,,IS61LPS12836A-200TQLI,IC,SRAM 4Mb 128Kx36 200Mhz 3.3v I/O QFP-100 14X20,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0.5,MITER,15,SILICON,0.185,MM,15,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.17,0.17,100,0.88,65,GULLWING,1.725,0.5535533905932738,QUAD,0,COPPER,0.65,0,0.72,0.375,8.38,0.17,mm,0.31,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,20.0,SMT,QFP-100 (MS-022GC-1),2.7,QFP,mm,20.0,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,2.049e+0,-2.45,0,0.0,0
U8,,IS61LPS12836A-200TQLI,IC,SRAM 4Mb 128Kx36 200Mhz 3.3v I/O QFP-100 14X20,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0.5,MITER,15,SILICON,0.185,MM,15,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.17,0.17,100,0.88,65,GULLWING,1.725,0.5535533905932738,QUAD,0,COPPER,0.65,0,0.72,0.375,8.38,0.17,mm,0.31,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,20.0,SMT,QFP-100 (MS-022GC-1),2.7,QFP,mm,20.0,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,2.049e+0,2.45,0,0.0,0
U9,,XCV405E-6FG676I,IC,IC FPGA 1.8V 676 I/O BGA,,,,,,,,0,676,0.7,0.6,0,0,,DISABLED,0.56,0.56,FULL,,,1,mm,TOP,,,TOP_BOTTOM,0,SQUARE,12.0749,SILICON,0.4,mm,12.0749,,"IC, GATE ARRAY, MOS, DIGITAL",,,,mm,,,,0.75,,,,678,,,,,,,,,,,,,,,mm,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,0.65,27.0002,SMT,BGA676,2,BGA,mm,27.0002,,,mm,,,DEFAULT,350NM PLANAR,,,,,,,,,0,,,,DEFAULT,BGA MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,2.624e+0,0.0,0,0.75,0
U10,,XCV405E-6FG676I,IC,IC FPGA 1.8V 676 I/O BGA,,,,,,,,0,676,0.7,0.6,0,0,,DISABLED,0.56,0.56,FULL,,,1,mm,TOP,,,TOP_BOTTOM,0,SQUARE,12.0749,SILICON,0.4,mm,12.0749,,"IC, GATE ARRAY, MOS, DIGITAL",,,,mm,,,,0.75,,,,678,,,,,,,,,,,,,,,mm,,,in,EPOXYENCAPSULANT,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,0.65,27.0002,SMT,BGA676,2,BGA,mm,27.0002,,,mm,,,DEFAULT,350NM PLANAR,,,,,,,,,0,,,,DEFAULT,BGA MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,2.624e+0,0.0,0,-0.75,0
U11,,HI-8435PQTF,IC,IC MCU 8K FLASH 1K RAM QFP-44,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0.5,SQUARE,12.3825,SILICON,0.185,MM,12.3825,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.17,0.17,44,0.8,65,GULLWING,2.54,0.5023243291566195,QUAD,0,COPPER,1.27,0,0.85,0.765,2.12,0.17,mm,0.25,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,16.51,SMT,QFP-44 (MO-089AB),3.55,QFP,mm,16.51,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,Processors,0,,,BLACK BOX,,,C,,1.839e+0,-2.45,0,-1.05,0
U12,,HI-8435PQTF,IC,IC MCU 8K FLASH 1K RAM QFP-44,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0.5,SQUARE,12.3825,SILICON,0.185,MM,12.3825,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.17,0.17,44,0.8,65,GULLWING,2.54,0.5023243291566195,QUAD,0,COPPER,1.27,0,0.85,0.765,2.12,0.17,mm,0.25,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,16.51,SMT,QFP-44 (MO-089AB),3.55,QFP,mm,16.51,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,Processors,0,,,BLACK BOX,,,C,,1.839e+0,2.45,0,1.05,0
U13,,AT49BV001NT-12TC,IC,IC FLASH 1MBIT 120NS T1 TSOP32 8X18,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,13.8,SILICON,0.185,MM,6,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.155,0.155,32,0.6,65,GULLWING,0.6,0.4691189328159578,DUAL_SHORT,0,COPPER,0.5,0,0.4,0.1,107.15,0.155,mm,0.22,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,18.4,SMT,TSOP-32 (MO-142BD),1.0,TSOP,mm,8.0,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,Flash Memory,0,,,BLACK BOX,,,C,,2.797e-1,-1.35,0,-1.0507250000000001,0
U14,,AT49BV001NT-12TC,IC,IC FLASH 1MBIT 120NS T1 TSOP32 8X18,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,13.8,SILICON,0.185,MM,6,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.155,0.155,32,0.6,65,GULLWING,0.6,0.4691189328159578,DUAL_SHORT,0,COPPER,0.5,0,0.4,0.1,107.15,0.155,mm,0.22,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,18.4,SMT,TSOP-32 (MO-142BD),1.0,TSOP,mm,8.0,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,Flash Memory,0,,,BLACK BOX,,,C,,2.797e-1,1.35,0,-1.0507250000000001,0
U15,,AT49BV001NT-12TC,IC,IC FLASH 1MBIT 120NS T1 TSOP32 8X18,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,13.8,SILICON,0.185,MM,6,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.155,0.155,32,0.6,65,GULLWING,0.6,0.4691189328159578,DUAL_SHORT,0,COPPER,0.5,0,0.4,0.1,107.15,0.155,mm,0.22,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,18.4,SMT,TSOP-32 (MO-142BD),1.0,TSOP,mm,8.0,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,Flash Memory,0,,,BLACK BOX,,,C,,2.797e-1,-1.35,0,1.049275,0
U16,,AT49BV001NT-12TC,IC,IC FLASH 1MBIT 120NS T1 TSOP32 8X18,,,,,,,,,,,,,,,DISABLED,,,,,,,MM,TOP,,,TOP_BOTTOM,0,SQUARE,13.8,SILICON,0.185,MM,6,,"IC, GATE ARRAY, MOS, DIGITAL",,,,MM,,,,,90.0,0.155,0.155,32,0.6,65,GULLWING,0.6,0.4691189328159578,DUAL_SHORT,0,COPPER,0.5,0,0.4,0.1,107.15,0.155,mm,0.22,,in,OVERMOLD-LEADED,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,18.4,SMT,TSOP-32 (MO-142BD),1.0,TSOP,mm,8.0,2.0,1.27,mm,0.75,,DEFAULT,350NM PLANAR,,,,,,,,,0,1,0,0,DEFAULT,LEADED MODEL,0.0635,,,MM,Flash Memory,0,,,BLACK BOX,,,C,,2.797e-1,1.35,0,1.049275,0
